mon day year open high low close volume adjclose
  6  1 1999    45.000    45.310    44.380    44.810  16479200    11.200
  6  2 1999    44.500    47.940    44.000    46.560  18614400    11.640
  6  3 1999    46.880    48.000    46.810    47.440  17450800    11.860
  6  4 1999    47.630    48.190    47.250    48.130  13171200    12.030
  6  7 1999    48.130    49.000    47.500    48.940  14949200    12.230
  6  8 1999    48.750    48.810    47.560    47.690  11203200    11.920
  6  9 1999    47.440    48.500    47.440    48.440  12655200    12.110
  6 10 1999    47.880    48.250    47.310    48.130  11325200    12.030
  6 11 1999    48.130    48.500    46.250    46.440   6613600    11.610
  6 14 1999    46.500    46.630    45.130    45.440   5615600    11.360
  6 15 1999    45.190    46.750    45.130    46.060   4666400    11.520
  6 16 1999    46.380    48.060    46.380    47.940   8056800    11.980
  6 17 1999    47.630    48.000    45.750    46.380   8022400    11.600
  6 18 1999    45.380    47.250    45.190    47.130   7448000    11.780
  6 21 1999    47.000    47.250    46.000    46.500   4842000    11.620
  6 22 1999    46.310    46.940    45.380    45.380   5415600    11.350
  6 23 1999    45.060    45.090    43.560    43.690  18994400    10.920
  6 24 1999    43.630    43.630    42.250    42.310  15498000    10.580
  6 25 1999    42.500    42.690    42.060    42.190  10518800    10.550
  6 28 1999    42.440    42.940    42.380    42.560   9938800    10.640
  6 29 1999    42.720    45.560    42.630    45.380  13599200    11.350
  6 30 1999    45.690    46.940    44.940    46.310  12270800    11.580
  7  1 1999    46.310    46.560    45.250    45.310   5334400    11.330
  7  2 1999    45.530    46.880    45.190    46.310   4426800    11.580
  7  6 1999    45.940    47.630    45.810    47.380  16212000    11.850
  7  7 1999    47.380    50.750    47.000    49.880  39264400    12.470
  7  8 1999    51.130    55.060    50.880    54.500  58058000    13.620
  7  9 1999    54.500    55.630    53.000    55.630  21750000    13.910
  7 12 1999    55.500    55.630    54.190    54.500  10862000    13.620
  7 13 1999    53.500    54.190    52.880    53.690  10136800    13.420
  7 14 1999    54.500    56.630    54.500    55.940  22320000    13.980
  7 15 1999    55.880    55.940    51.310    53.250  60433600    13.310
  7 16 1999    53.630    54.500    53.000    53.060  14705600    13.270
  7 19 1999    53.940    55.810    52.310    54.440  20050000    13.610
  7 20 1999    54.560    55.500    52.750    52.880  15804400    13.220
  7 21 1999    54.060    55.440    52.880    54.060  25653600    13.520
  7 22 1999    53.630    53.880    51.130    52.380  14529200    13.100
  7 23 1999    52.810    53.750    52.690    53.310   8192000    13.330
  7 26 1999    52.880    53.000    50.880    50.940  12555200    12.730
  7 27 1999    52.630    53.940    52.500    53.690  14150800    13.420
  7 28 1999    53.880    55.380    53.000    54.380  11762000    13.600
  7 29 1999    53.380    55.250    53.130    53.880   9860000    13.470
  7 30 1999    54.500    56.130    54.500    55.690  13685600    13.920
  8  2 1999    55.630    58.000    55.500    55.750  12958000    13.940
  8  3 1999    56.750    57.440    53.630    55.250  13176800    13.810
  8  4 1999    55.190    55.880    53.250    53.810  13279200    13.450
  8  5 1999    53.500    54.880    52.130    54.750  11541200    13.690
  8  6 1999    54.060    55.310    53.500    54.130  15575600    13.530
  8  9 1999    54.340    55.190    54.250    54.440   8338000    13.610
  8 10 1999    54.000    56.000    53.630    55.380  14879200    13.850
  8 11 1999    56.000    59.750    55.940    59.690  30374400    14.920
  8 12 1999    59.060    61.380    58.630    60.000  23806400    15.000
  8 13 1999    60.630    62.000    59.880    60.060  10668800    15.020
  8 16 1999    59.810    60.690    59.500    60.500   9896400    15.120
  8 17 1999    60.310    60.380    58.940    60.310  11474400    15.080
  8 18 1999    60.060    62.000    59.630    60.130  16743200    15.030
  8 19 1999    59.810    60.500    58.560    58.750  19645600    14.690
  8 20 1999    59.250    59.380    58.190    59.190  11730800    14.800
  8 23 1999    59.380    61.380    59.310    60.750  12709200    15.190
  8 24 1999    60.380    60.750    59.940    60.380  17948000    15.100
  8 25 1999    60.690    61.500    60.130    61.380  10553600    15.350
  8 26 1999    61.130    63.130    61.130    62.130  14449200    15.530
  8 27 1999    62.750    65.000    62.690    64.750  15980000    16.190
  8 30 1999    65.000    65.000    62.000    62.060  12033200    15.520
  8 31 1999    62.590    65.870    62.060    65.250  22675200    16.310
  9  1 1999    67.000    68.810    66.000    68.620  28168000    17.160
  9  2 1999    67.620    71.440    66.870    70.560  31975200    17.640
  9  3 1999    71.940    75.250    70.500    73.500  58403600    18.380
  9  7 1999    73.750    77.940    73.500    76.370  35177600    19.090
  9  8 1999    76.190    77.690    74.500    74.500  27233600    18.620
  9  9 1999    75.500    75.940    73.870    75.560  19093600    18.890
  9 10 1999    76.000    77.690    74.690    77.440  16398000    19.360
  9 13 1999    77.060    77.060    74.810    75.000   9000000    18.750
  9 14 1999    74.720    78.500    74.690    77.810  13883200    19.450
  9 15 1999    78.870    79.120    75.250    75.370  12843200    18.840
  9 16 1999    76.060    78.060    73.870    76.810  15793600    19.200
  9 17 1999    77.310    77.750    76.250    76.940   9915600    19.240
  9 20 1999    77.000    80.120    76.870    79.060  16326400    19.760
  9 21 1999    73.190    73.250    69.000    69.250 119931200    17.310
  9 22 1999    69.750    71.620    69.020    70.310  40132000    17.580
  9 23 1999    71.120    71.250    63.000    63.310  40853200    15.830
  9 24 1999    63.380    67.020    63.000    64.940  42148800    16.240
  9 27 1999    66.370    66.750    61.190    61.310  33877600    15.330
  9 28 1999    61.500    62.000    57.440    59.630  50542400    14.910
  9 29 1999    60.250    61.250    58.000    59.060  23493600    14.770
  9 30 1999    59.560    64.190    59.250    63.310  32449200    15.830
 10  1 1999    62.130    62.440    59.500    61.720  21977600    15.430
 10  4 1999    62.380    64.870    62.380    64.560  16408800    16.140
 10  5 1999    65.620    68.120    64.750    67.940  29100800    16.990
 10  6 1999    69.370    69.620    67.000    67.190  28726400    16.800
 10  7 1999    68.440    68.620    64.870    66.370  21660800    16.590
 10  8 1999    66.190    66.310    63.500    65.560  13689200    16.390
 10 11 1999    66.000    68.250    66.000    66.690   9418000    16.670
 10 12 1999    67.870    69.620    67.000    67.690  20142000    16.920
 10 13 1999    66.620    69.500    63.750    64.030  22752000    16.010
 10 14 1999    69.250    73.310    69.000    73.190  67822400    18.300
 10 15 1999    71.120    75.810    70.190    74.560  41910000    18.640
 10 18 1999    73.870    74.250    71.120    73.250  27733600    18.310
 10 19 1999    71.620    75.000    68.440    68.500  36521200    17.120
 10 20 1999    70.000    75.250    70.000    75.120  38633600    18.780
 10 21 1999    72.560    77.060    72.370    76.120  28347600    19.030
 10 22 1999    77.120    77.250    73.370    73.940  14995200    18.490
 10 25 1999    74.250    76.120    73.750    74.500  11677600    18.620
 10 26 1999    74.940    75.500    73.310    75.060  12924400    18.760
 10 27 1999    74.370    76.620    73.440    76.370  15837600    19.090
 10 28 1999    77.060    79.000    76.060    77.870  18005200    19.470
 10 29 1999    78.810    81.060    78.810    80.120  18680800    20.030
 11  1 1999    80.000    80.690    77.370    77.620   9965600    19.410
 11  2 1999    78.000    81.690    77.310    80.250  14268800    20.060
 11  3 1999    81.620    83.250    81.000    81.500  11736800    20.380
 11  4 1999    82.060    85.370    80.620    83.620  13549200    20.910
 11  5 1999    84.620    88.370    84.000    88.310  14889200    22.080
 11  8 1999    87.750    97.730    86.750    96.370  33962400    24.090
 11  9 1999    94.370    94.500    88.000    89.620  28910000    22.410
 11 10 1999    88.250    93.250    88.120    91.440  20661200    22.860
 11 11 1999    91.590    92.620    89.870    92.250   9660000    23.060
 11 12 1999    91.940    92.000    87.370    90.620   9970000    22.660
 11 15 1999    89.620    92.870    88.500    89.440   9283600    22.360
 11 16 1999    90.000    91.750    88.500    91.190   8370000    22.800
 11 17 1999    90.690    94.750    90.000    90.250  13032000    22.560
 11 18 1999    91.060    91.120    88.440    89.620  13043600    22.410
 11 19 1999    89.500    92.870    88.060    92.440  11162000    23.110
 11 22 1999    91.750    91.750    89.250    90.620   7242400    22.660
 11 23 1999    91.750    95.250    88.500    92.810  19406400    23.200
 11 24 1999    93.000    95.000    91.690    94.690   7683600    23.670
 11 26 1999    94.750    95.500    94.120    95.060   4737600    23.760
 11 29 1999    94.250    99.750    93.250    94.560  16586800    23.640
 11 30 1999    98.120   103.750    97.370    97.870  30132400    24.470
 12  1 1999   101.000   104.500   100.060   103.060  22098000    25.760
 12  2 1999   103.120   110.620   101.750   110.190  20275600    27.550
 12  3 1999   112.190   115.560   111.870   115.000  23151200    28.750
 12  6 1999   114.560   117.310   111.440   116.000  16688000    29.000
 12  7 1999   116.560   118.000   114.000   117.810  15901200    29.450
 12  8 1999   116.250   117.870   109.500   110.060  14730800    27.510
 12  9 1999   111.000   111.000   100.870   105.250  30555600    26.310
 12 10 1999   105.310   109.250    99.000   103.000  22786800    25.750
 12 13 1999   102.390   102.500    98.940    99.000  18931200    24.750
 12 14 1999    98.370    99.750    94.750    94.870  15570800    23.720
 12 15 1999    93.250    97.250    91.060    97.000  22254400    24.250
 12 16 1999    98.000    98.370    94.000    98.310  16568000    24.580
 12 17 1999   100.870   102.000    98.500   100.000  17700800    25.000
 12 20 1999    99.560    99.620    96.620    98.000  10155200    24.500
 12 21 1999    98.190   103.060    97.940   102.500  11000000    25.620
 12 22 1999   102.870   104.560    98.750    99.940  11682000    24.990
 12 23 1999   101.810   104.250   101.060   103.500   8218800    25.880
 12 27 1999   104.370   104.440    99.250    99.310   6022000    24.830
 12 28 1999    99.120    99.620    95.000    98.190   8843200    24.550
 12 29 1999    96.810   102.190    95.500   100.690  10161200    25.170
 12 30 1999   102.190   104.120    99.620   100.310   7419200    25.080
 12 31 1999   100.940   102.870    99.500   102.810   5856400    25.700
  1  3 2000   104.870   112.500   101.690   111.940  19144400    27.990
  1  4 2000   108.250   110.620   101.190   102.500  18310000    25.620
  1  5 2000   103.750   110.560   103.000   104.000  27818000    26.000
  1  6 2000   106.120   107.000    95.000    95.000  27443200    23.750
  1  7 2000    96.500   101.000    95.500    99.500  16463200    24.880
  1 10 2000   102.000   102.250    94.750    97.750  18059200    24.440
  1 11 2000    95.940    99.370    90.500    92.750  15775200    23.190
  1 12 2000    95.000    95.500    86.500    87.190  34870800    21.800
  1 13 2000    94.480    98.750    92.500    96.750  36882400    24.190
  1 14 2000   100.000   102.250    99.370   100.440  13954400    25.110
  1 18 2000   101.000   106.000   100.440   103.940  16421200    25.990
  1 19 2000   105.620   108.750   103.370   106.560  21358000    26.640
  1 20 2000   115.500   121.500   113.500   113.500  65418800    28.380
  1 21 2000   114.250   114.250   110.190   111.310  17729200    27.830
  1 24 2000   108.440   112.750   105.120   106.250  15760000    26.560
  1 25 2000   105.000   113.120   102.370   112.250  17775200    28.060
  1 26 2000   110.000   114.190   109.750   110.190  13131200    27.550
  1 27 2000   108.810   113.000   107.000   110.000  12163600    27.500
  1 28 2000   108.190   110.870   100.620   101.620  15142000    25.410
  1 31 2000   101.000   103.870    94.500   103.750  25071200    25.940
  2  1 2000   104.000   105.000   100.000   100.250  11380000    25.060
  2  2 2000   100.750   102.120    97.000    98.810  16588800    24.700
  2  3 2000   100.310   104.250   100.250   103.310  16977600    25.830
  2  4 2000   103.940   110.000   103.620   108.000  15206800    27.000
  2  7 2000   108.000   114.250   105.940   114.060  15770800    28.510
  2  8 2000   114.000   116.120   111.250   114.870  14613600    28.720
  2  9 2000   114.120   117.120   112.440   112.620  10698000    28.160
  2 10 2000   112.870   113.870   110.000   113.500  10832400    28.380
  2 11 2000   113.620   114.120   108.250   108.750   7592000    27.190
  2 14 2000   109.310   115.870   108.620   115.810  13130000    28.950
  2 15 2000   115.250   119.940   115.190   119.000  17363600    29.750
  2 16 2000   117.750   118.120   112.120   114.120  13525200    28.530
  2 17 2000   115.190   115.500   113.120   114.870  10350000    28.720
  2 18 2000   114.620   115.370   110.870   111.250   8346800    27.810
  2 22 2000   110.120   116.940   106.690   113.810  15083200    28.450
  2 23 2000   113.230   119.000   111.000   116.250  16905600    29.060
  2 24 2000   117.310   119.120   111.750   115.200  13446400    28.800
  2 25 2000   114.810   117.000   110.120   110.370   8908000    27.590
  2 28 2000   110.120   115.000   108.370   113.250  11729200    28.310
  2 29 2000   113.560   117.250   112.560   114.620  13186800    28.660
  3  1 2000   118.560   132.060   118.500   130.310  38478000    32.580
  3  2 2000   127.000   127.940   120.690   122.000  11136800    30.500
  3  3 2000   124.870   128.230   120.000   128.000  11565200    32.000
  3  6 2000   126.000   129.130   125.000   125.690   7520000    31.420
  3  7 2000   126.440   127.440   121.120   122.870   9767600    30.720
  3  8 2000   122.870   123.940   118.560   122.000   9690800    30.500
  3  9 2000   120.870   125.000   118.250   122.250   9884400    30.560
  3 10 2000   121.690   127.940   121.000   125.750   8900800    31.440
  3 13 2000   122.120   126.500   119.500   121.310  10864400    30.330
  3 14 2000   121.220   124.250   114.000   114.250  15321200    28.560
  3 15 2000   115.620   120.250   114.120   116.250  15845200    29.060
  3 16 2000   117.310   122.000   114.500   121.560  13516800    30.390
  3 17 2000   120.120   125.000   119.620   125.000  10902400    31.250
  3 20 2000   123.500   126.250   122.370   123.000   7316400    30.750
  3 21 2000   122.560   136.750   121.620   134.940  18729200    33.740
  3 22 2000   132.780   144.380   131.560   144.190  20288800    36.050
  3 23 2000   142.000   150.380   140.000   141.310  20098000    35.330
  3 24 2000   142.440   143.940   135.500   138.690  15962000    34.670
  3 27 2000   137.630   144.750   136.880   139.560   9976800    34.890
  3 28 2000   137.250   142.000   137.130   139.130   7253600    34.780
  3 29 2000   139.380   139.440   133.830   135.940   8568800    33.990
  3 30 2000   133.560   137.690   125.440   125.750  14800000    31.440
  3 31 2000   127.440   137.250   126.000   135.810  14457600    33.950
  4  3 2000   135.500   139.500   129.440   133.310  11742400    33.330
  4  4 2000   132.630   133.000   116.750   127.310  23596400    31.830
  4  5 2000   126.470   132.880   124.000   130.380  16359200    32.600
  4  6 2000   130.630   134.500   123.250   125.190   9290800    31.300
  4  7 2000   127.250   131.880   125.500   131.750   8668800    32.940
  4 10 2000   131.690   132.750   124.750   125.000   7592400    31.250
  4 11 2000   123.500   124.870   118.060   119.440  19368000    29.860
  4 12 2000   119.000   119.000   104.870   109.250  33618800    27.310
  4 13 2000   111.500   120.000   108.500   113.810  18923600    28.450
  4 14 2000   109.310   118.000   109.000   111.870  23845600    27.970
  4 17 2000   109.500   123.940   109.060   123.870  14642400    30.970
  4 18 2000   123.500   126.870   119.370   126.870  13962400    31.720
  4 19 2000   126.190   130.250   119.750   121.120  18586400    30.280
  4 20 2000   123.690   124.750   117.060   118.870  25806800    29.720
  4 24 2000   115.000   120.500   114.750   120.500  15845600    30.120
  4 25 2000   122.120   128.750   122.060   128.310  14002400    32.080
  4 26 2000   126.620   128.000   120.000   121.310  13117600    30.330
  4 27 2000   117.190   127.000   116.580   126.750  11678000    31.690
  4 28 2000   127.120   127.500   121.310   124.060   8932400    31.010
  5  1 2000   124.870   125.120   121.870   124.310   8100000    31.080
  5  2 2000   123.250   126.250   117.500   117.870   8446400    29.470
  5  3 2000   118.940   121.250   111.620   115.060  17500000    28.760
  5  4 2000   115.120   115.250   110.560   110.690  14284400    27.670
  5  5 2000   110.810   114.750   110.720   113.120  10160000    28.280
  5  8 2000   112.090   113.690   110.000   110.120   6605600    27.530
  5  9 2000   110.310   111.250   104.870   105.440  11685600    26.360
  5 10 2000   104.060   105.000    98.750    99.310  19127600    24.830
  5 11 2000   101.370   104.250    99.000   102.810  17852400    25.700
  5 12 2000   106.000   110.500   104.770   107.620  10962000    26.910
  5 15 2000   108.060   108.060   100.120   101.000  24252000    25.250
  5 16 2000   104.520   109.060   102.750   105.690  15736400    26.420
  5 17 2000   103.620   103.690   100.370   101.370  14227600    25.340
  5 18 2000   103.000   104.940   100.620   100.750  13365600    25.190
  5 19 2000    99.250    99.250    93.370    94.000  26459200    23.500
  5 22 2000    93.750    93.750    86.000    89.940  26995200    22.490
  5 23 2000    90.500    93.370    85.620    85.810  18488000    21.450
  5 24 2000    86.190    89.750    83.000    87.690  24248000    21.920
  5 25 2000    88.500    92.660    86.000    87.270  14530800    21.820
  5 26 2000    88.000    89.870    85.250    86.370   6486400    21.590
  5 30 2000    87.620    88.120    81.750    87.560  25481200    21.890
  5 31 2000    86.870    91.250    83.810    84.000  15483600    21.000
  6  1 2000    81.750    89.560    80.370    89.120  32280000    22.280
  6  2 2000    93.750    99.750    89.000    92.560  28336400    23.140
  6  5 2000    93.310    95.250    89.690    91.310  11582000    22.830
  6  6 2000    91.970    96.750    90.310    92.870  18771200    23.220
  6  7 2000    93.620    97.000    91.620    96.560  12056800    24.140
  6  8 2000    97.620    98.500    93.120    94.810   8540800    23.700
  6  9 2000    96.750    97.940    94.370    95.750   9020000    23.940
  6 12 2000    96.370    96.440    90.870    91.190  10374400    22.800
  6 13 2000    91.190    94.690    88.190    94.500  12570000    23.620
  6 14 2000    94.690    96.250    90.120    90.440   9925200    22.610
  6 15 2000    91.250    93.370    89.000    92.370   8898800    23.090
  6 16 2000    93.500    93.750    89.060    91.190  10842400    22.800
  6 19 2000    90.560    97.870    89.810    96.620  14089200    24.160
  6 20 2000    98.500   103.940    98.370   101.250  17922000    25.310
  6 21 2000    50.500    56.940    50.310    55.630  17500000    27.820
  6 22 2000    55.750    57.630    53.560    53.750  16706200    26.880
  6 23 2000    53.780    54.630    50.810    51.690   7320400    25.840
  6 26 2000    52.500    54.750    52.130    54.130   6631000    27.070
  6 27 2000    53.780    55.500    51.630    51.750   7270600    25.880
  6 28 2000    53.310    55.380    51.500    54.440  10235000    27.220
  6 29 2000    53.060    53.940    51.060    51.250   7281200    25.620
  6 30 2000    52.810    54.940    51.690    52.380  11550000    26.190
  7  3 2000    52.130    54.310    52.130    53.310   2535000    26.660
  7  5 2000    53.250    55.190    50.750    51.630   9478800    25.820
  7  6 2000    52.500    52.940    49.630    51.810  11063800    25.910
  7  7 2000    52.590    54.810    52.130    54.440   9422600    27.220
  7 10 2000    54.090    58.250    53.750    57.130  14211000    28.570
  7 11 2000    57.000    59.250    55.440    56.940  12783200    28.470
  7 12 2000    58.130    58.940    56.380    58.880   8057600    29.440
  7 13 2000    58.500    60.630    54.750    56.500  15925600    28.250
  7 14 2000    57.130    59.000    56.880    57.690   6804400    28.840
  7 17 2000    58.250    58.810    57.130    58.310   9289000    29.160
  7 18 2000    58.500    58.880    56.880    57.250  11378200    28.620
  7 19 2000    55.190    56.810    51.750    52.690  16359600    26.340
  7 20 2000    55.000    57.060    54.130    55.130  16631800    27.570
  7 21 2000    54.360    55.630    52.940    53.560   7013200    26.780
  7 24 2000    52.560    52.880    47.500    48.690  14720600    24.340
  7 25 2000    50.310    50.630    49.060    50.060   7567200    25.030
  7 26 2000    49.840    51.250    49.250    50.060   7526200    25.030
  7 27 2000    50.000    53.250    49.880    52.000  10543800    26.000
  7 28 2000    52.280    52.500    46.880    48.310   8505400    24.160
  7 31 2000    49.160    51.630    48.750    50.810   5550000    25.410
  8  1 2000    50.310    51.160    49.250    49.310   4904600    24.660
  8  2 2000    49.000    49.940    47.190    47.250   5808800    23.620
  8  3 2000    45.560    48.060    44.250    48.000  12150000    24.000
  8  4 2000    49.470    51.250    46.310    47.380   9406800    23.690
  8  7 2000    47.880    49.060    47.190    47.940   6697200    23.970
  8  8 2000    47.940    48.000    46.310    46.750   6315400    23.380
  8  9 2000    48.130    48.440    47.250    47.500  13569000    23.750
  8 10 2000    48.000    48.440    47.380    47.560   8995400    23.780
  8 11 2000    46.840    48.000    45.560    47.690   8503200    23.840
  8 14 2000    47.590    47.690    46.310    47.060   5603400    23.530
  8 15 2000    47.250    47.940    46.500    46.690   4089000    23.340
  8 16 2000    46.880    49.000    46.810    48.500   5137600    24.250
  8 17 2000    48.380    52.440    48.310    51.440   9683400    25.720
  8 18 2000    51.380    51.810    49.880    50.000   6798800    25.000
  8 21 2000    50.250    51.560    49.630    50.500   4803800    25.250
  8 22 2000    50.630    52.810    50.380    51.690   9889000    25.840
  8 23 2000    51.470    54.750    51.060    54.310   8470400    27.160
  8 24 2000    54.670    56.630    53.380    56.110  11109400    28.060
  8 25 2000    56.500    57.500    56.380    56.810  11947800    28.410
  8 28 2000    57.250    59.000    57.060    58.060  12822600    29.030
  8 29 2000    57.880    59.440    57.690    59.190   9546200    29.590
  8 30 2000    59.000    60.000    58.700    59.500  10199600    29.750
  8 31 2000    58.970    61.500    58.940    60.940  14988800    30.470
  9  1 2000    61.310    63.630    61.130    63.440   9181800    31.720
  9  5 2000    62.660    64.120    62.250    62.440  10669000    31.220
  9  6 2000    61.380    62.380    57.750    58.440  12700400    29.220
  9  7 2000    59.130    62.560    58.250    62.000   7770400    31.000
  9  8 2000    61.630    61.630    58.500    58.880   6984400    29.440
  9 11 2000    58.690    60.380    58.130    58.440   6699000    29.220
  9 12 2000    57.340    60.060    57.000    57.750   6722200    28.880
  9 13 2000    56.750    59.500    56.750    58.000  10932600    29.000
  9 14 2000    58.560    59.630    56.810    56.860  15241800    28.430
  9 15 2000    57.750    58.190    54.250    55.230  14095400    27.610
  9 18 2000    55.250    60.750    55.060    60.660  15163200    30.330
  9 19 2000    59.750    60.500    58.560    59.940   9706200    29.970
  9 20 2000    59.410    61.440    58.560    61.050   8121600    30.520
  9 21 2000    58.500    59.630    55.250    56.690  18238400    28.340
  9 22 2000    50.310    52.440    50.000    52.190  25961200    26.090
