Mon day year open high low close volume adjclose
4 8 2003 27.8 27.93 27.75 27.85 1630800 2
4 9 2003 28 28.24 27.95 28.1 1459200 2.01
4 10 2003 28.15 29 28.15 28.3 3625200 2.03
4 11 2003 28.55 28.6 28 28 1084800 2.01
4 14 2003 27.95 28.2 27.95 28.2 792000 2.02
4 15 2003 28.33 28.6 28.26 28.5 2389200 2.04
4 16 2003 28.7 28.7 27.95 28.12 4260000 2.01
4 17 2003 27.8 28.21 27.8 28.06 3036000 2.05
4 21 2003 28.06 28.46 28 28.3 705600 2.07
4 22 2003 28.29 28.3 27.69 27.85 4282800 2.03
4 23 2003 28 28 27.81 27.85 3616800 2.03
4 24 2003 27.85 27.85 26.7 26.85 10215600 1.96
4 25 2003 27 27.2 26.94 27.2 4054800 1.99
4 28 2003 27.15 27.56 26.9 27.5 2776800 2.01
4 29 2003 27.7 28.35 27.7 28 3292800 2.04
4 30 2003 28 28.19 27.65 27.96 5949600 2.04
5 1 2003 28.05 28.12 27.8 28.1 2212800 2.05
5 2 2003 28.15 28.15 27.75 27.83 859200 2.03
5 5 2003 27.9 28.2 27.9 28.13 1908000 2.05
5 6 2003 28.35 28.83 28.3 28.67 2875200 2.09
5 7 2003 28.8 28.85 28.64 28.7 2931600 2.1
5 8 2003 28.6 28.83 28.4 28.5 1572000 2.08
5 9 2003 28.59 29.06 28.59 28.84 2089200 2.11
5 12 2003 28.84 29.4 28.84 29.25 2511600 2.14
5 13 2003 29.3 29.58 29.15 29.29 1560000 2.14
5 14 2003 29.4 29.55 28.52 28.66 3934800 2.09
5 15 2003 28.7 28.7 28 28.2 1785600 2.06
5 16 2003 28.1 28.83 28.1 28.6 5764800 2.09
5 19 2003 28.4 29.14 28.36 28.81 2618400 2.1
5 20 2003 29.75 29.75 29 29.26 7483200 2.14
5 21 2003 29.01 29.4 28.9 29.23 2990400 2.13
5 22 2003 29.3 29.4 29.2 29.34 2188800 2.14
5 23 2003 29.34 29.8 29.3 29.8 3271200 2.18
5 27 2003 29 29.6 29 29.57 2889600 2.16
5 28 2003 29.53 29.8 29.53 29.75 2186400 2.17
5 29 2003 29.85 30.28 29.85 30.1 3157200 2.2
5 30 2003 30.15 30.15 29.79 30 3418800 2.19
6 2 2003 30 30.03 29.2 29.3 1498800 2.14
6 3 2003 29.4 29.77 29.33 29.77 1404000 2.17
6 4 2003 29.9 30.14 29.81 30.05 1350000 2.19
6 5 2003 29.85 30.5 29.85 30.4 2010000 2.22
6 6 2003 30.69 30.91 30.69 30.8 3552000 2.25
6 9 2003 30.78 30.85 30.28 30.4 1394400 2.22
6 10 2003 30.49 30.75 30.2 30.32 2674800 2.21
6 11 2003 30.1 30.49 30.07 30.35 2264400 2.22
6 12 2003 30.15 30.15 29.67 29.99 3132000 2.19
6 13 2003 29.65 29.75 29.35 29.5 4099200 2.15
6 16 2003 29.55 29.91 29.25 29.87 3963600 2.18
6 17 2003 30.3 30.49 30.13 30.25 8696400 2.21
6 18 2003 30.45 30.45 30.23 30.43 6325200 2.22
6 19 2003 30.51 30.89 30.35 30.35 874800 2.22
6 20 2003 30.24 30.24 29.83 30.04 759600 2.19
6 23 2003 30.04 30.25 29.91 30.16 2701200 2.2
6 24 2003 29.9 30.19 29.9 30.06 1700400 2.2
6 25 2003 30.27 30.28 29.9 29.99 1390800 2.19
6 26 2003 29.9 30.01 29.6 29.98 954000 2.19
6 27 2003 29.98 30.09 29.71 29.75 1809600 2.17
6 30 2003 29.85 29.92 29.51 29.66 706800 2.17
7 1 2003 29.75 30 29.64 29.92 1069200 2.19
7 2 2003 29.82 30.69 29.82 30.56 3214800 2.23
7 3 2003 30.6 30.95 30.5 30.86 1048800 2.25
7 7 2003 30.99 31.37 30.93 31.14 4335600 2.27
7 8 2003 31.2 31.63 31.2 31.47 5340000 2.3
7 9 2003 31.47 32.54 31.45 32.5 5509200 2.37
7 10 2003 32.4 32.65 32 32.14 5649600 2.35
7 11 2003 31.95 31.99 31.65 31.65 1759200 2.31
7 14 2003 31.65 31.95 31.65 31.75 1304400 2.32
7 15 2003 31.8 32.19 31.74 31.95 4444800 2.33
7 16 2003 32.1 32.1 31.86 31.91 1452000 2.33
7 17 2003 31.93 32.13 31.72 31.89 2149200 2.33
7 18 2003 31.73 32 31.65 31.84 2392800 2.33
7 21 2003 31.85 31.95 31.73 31.95 820800 2.33
7 22 2003 31.94 31.94 31.56 31.6 2119200 2.31
7 23 2003 31.65 31.8 31.59 31.7 4768800 2.32
7 24 2003 31.6 33 31.55 32.91 15772800 2.4
7 25 2003 33.2 33.8 33.2 33.79 6512400 2.47
7 28 2003 33.79 34.25 33.75 34 6567600 2.48
7 29 2003 34 34.25 33.75 33.78 3781200 2.47
7 30 2003 33.85 34 33.73 33.99 5355600 2.48
7 31 2003 33.85 34.88 33.85 34.83 6526800 2.54
8 1 2003 34.73 35.2 34.6 34.64 3208800 2.53
8 4 2003 34.1 34.14 33.69 33.98 4203600 2.48
8 5 2003 34 34 33.59 33.7 5250000 2.46
8 6 2003 33.3 33.41 33.1 33.39 4948800 2.44
8 7 2003 33.39 33.45 33.15 33.17 2805600 2.42
8 8 2003 33.05 33.85 33.05 33.81 3540000 2.47
8 11 2003 33.89 34.5 33.74 34.45 2164800 2.52
8 12 2003 34.53 35.05 34.53 35.03 13227600 2.56
8 13 2003 35.1 35.55 34.92 35.26 2678400 2.58
8 14 2003 34.9 36.8 34.68 36.78 13743600 2.69
8 15 2003 36.78 37.25 36.5 37.15 2131200 2.71
8 18 2003 37.2 37.85 37.2 37.49 7651200 2.74
8 19 2003 37.74 38.25 37.35 38.05 4514400 2.78
8 20 2003 37.6 39.45 37.3 39 9672000 2.85
8 21 2003 39.25 39.75 38.25 38.35 13468800 2.8
8 22 2003 38.2 38.23 37.08 37.08 7224000 2.71
8 25 2003 37.08 37.35 36.74 36.75 5287200 2.68
8 26 2003 36.6 37.51 36.55 36.65 5175600 2.68
8 27 2003 36.45 36.68 36.15 36.63 5184000 2.68
8 28 2003 36.35 37.99 36.35 37.35 5118000 2.78
8 29 2003 37.25 37.5 37.15 37.45 2953200 2.78
9 2 2003 37.75 38.5 37.75 38.5 5661600 2.86
9 3 2003 38.25 38.82 37.88 37.88 7072800 2.82
9 4 2003 37.98 38.59 37.82 38.51 5602800 2.86
9 5 2003 38.5 40.2 38.43 39.51 5680800 2.94
9 8 2003 39.77 40.31 39.62 39.82 4245600 2.96
9 9 2003 39.35 39.61 39.08 39.35 5088000 2.93
9 10 2003 39.35 39.48 38.99 39.23 6018000 2.92
9 11 2003 39.23 39.64 38.87 39.15 5257200 2.91
9 12 2003 39.2 40.19 39.15 39.9 3325200 2.97
9 15 2003 39.91 40.5 39.45 39.45 2755200 2.93
9 16 2003 39.42 39.65 39.11 39.5 4971600 2.94
9 17 2003 39.5 39.85 39.37 39.65 7610400 2.95
9 18 2003 39.9 41.3 39.83 41.3 6296400 3.07
9 19 2003 41.95 42.1 41.41 41.6 4483200 3.09
9 22 2003 41.6 41.62 40.38 40.78 5206800 3.03
9 23 2003 40.8 40.85 39.91 40.47 6403200 3.01
9 24 2003 40.65 41.3 40.44 40.61 4293600 3.02
9 25 2003 40.51 40.51 39.1 39.22 3678000 2.92
9 26 2003 39.22 39.45 38.6 39.35 4662000 2.93
9 29 2003 39.4 40.5 39.4 40.25 3679200 2.99
9 30 2003 40.6 41.1 40.51 40.82 5652000 3.03
10 1 2003 40.9 42.4 40.9 42.3 7165200 3.14
10 2 2003 42.3 44.6 42.29 44.2 9645600 3.29
10 3 2003 45.2 45.94 44.95 45.45 10899600 3.38
10 6 2003 45.46 46.2 45.1 46.08 5023200 3.43
10 7 2003 46.6 46.6 46.21 46.25 8403600 3.44
10 8 2003 46.5 46.77 45.25 45.25 8730000 3.36
10 9 2003 45.25 45.98 45 45.1 5265600 3.35
10 10 2003 44.85 44.95 44.61 44.82 2690400 3.33
10 13 2003 44.95 47.2 44.9 46.86 5886000 3.48
10 14 2003 47 47.95 46.9 47.59 5724000 3.54
10 15 2003 47.75 47.75 47.01 47.18 3376800 3.51
10 16 2003 47 47 46.56 46.75 2058000 3.51
10 17 2003 46.8 46.8 46.19 46.3 4642800 3.48
10 20 2003 46.05 46.15 45.53 45.7 7496400 3.44
10 21 2003 45.7 46.15 45.65 46.05 6054000 3.46
10 22 2003 45.6 46 44.7 44.75 4131600 3.36
10 23 2003 43.9 44.1 43.44 44.1 4983600 3.32
10 24 2003 43.4 43.95 43.32 43.65 5022000 3.28
10 27 2003 43.6 43.93 43.2 43.93 4238400 3.3
10 28 2003 43.89 44.55 43.84 44.55 10520400 3.35
10 29 2003 44.45 45.4 44.45 45.37 7788000 3.41
10 30 2003 45.37 46.5 45.05 46.4 6304800 3.49
10 31 2003 46.55 46.66 45.4 45.75 5420400 3.44
11 3 2003 45.8 46.15 45.75 45.9 10362000 3.45
11 4 2003 45.85 46.99 45.81 46.3 5479200 3.48
11 5 2003 46.1 46.33 45 45.2 7390800 3.4
11 6 2003 45.5 45.5 44 44 10054800 3.31
11 7 2003 44.11 44.36 43.56 44.04 11413200 3.31
11 10 2003 43.95 43.95 42.3 42.75 7126800 3.21
11 11 2003 42.75 42.75 42.05 42.42 7048800 3.19
11 12 2003 42.2 43.45 42.2 43.3 4378800 3.26
11 13 2003 43.55 44.23 43.05 43.86 14011200 3.3
11 14 2003 43.89 43.89 43.28 43.59 5851200 3.28
11 17 2003 43.51 43.51 42.16 42.4 7023600 3.19
11 18 2003 43 43 42.02 42.06 4666800 3.16
11 19 2003 42.01 42.2 41.7 42 8264400 3.16
11 20 2003 42 42.22 41.86 42.15 5414400 3.17
11 21 2003 42.05 42.4 41.99 42.07 3902400 3.16
11 24 2003 42.2 42.3 42.04 42.15 4104000 3.17
11 25 2003 42.25 43.65 42.17 43.5 5530800 3.27
11 26 2003 43.51 44.03 43.3 43.45 3412800 3.27
11 28 2003 43.46 43.8 43.4 43.79 2125200 3.29
12 1 2003 44.2 46.53 44.2 46 5709600 3.46
12 2 2003 46.4 46.44 45.93 46.33 4922400 3.48
12 3 2003 46.15 46.2 45.95 46.1 3349200 3.47
12 4 2003 46.29 47.66 46.29 47.61 5704800 3.58
12 5 2003 47.75 49.34 47.36 48.51 7675200 3.65
12 8 2003 49.25 50.9 48.95 50.9 6984000 3.83
12 9 2003 52.5 53.74 51.95 53.33 18734400 4.01
12 10 2003 53.48 53.57 51.58 51.6 14535600 3.88
12 11 2003 51.55 52.12 50.94 51.93 11044800 3.9
12 12 2003 52.1 54.5 51.51 53.8 10234800 4.04
12 15 2003 56.2 56.25 53.9 54.03 13120800 4.06
12 16 2003 54.5 54.8 53.8 54.29 10450800 4.08
12 17 2003 54.04 54.63 53.89 54.2 11704800 4.07
12 18 2003 54.15 55.01 54.09 54.95 6907200 4.13
12 19 2003 54.95 56.45 54.83 56.35 12937200 4.24
12 22 2003 56.25 59.2 56.12 58.65 13371600 4.41
12 23 2003 59.2 59.55 57.51 57.86 12786000 4.35
12 24 2003 57.86 58.88 57.78 58.38 1432800 4.39
12 26 2003 58.55 59.16 58.4 58.97 1569600 4.43
12 29 2003 59.22 59.88 58.6 59.59 6994800 4.48
12 30 2003 58.55 59.64 57.63 58.25 7218000 4.38
12 31 2003 58.5 59.1 57.82 58.5 1646400 4.4
1 2 2004 58.75 61.15 58.75 60.8 5176800 4.57
1 5 2004 62.55 63.35 62.2 62.87 16708800 4.73
1 6 2004 63.5 63.5 61.52 62.1 8653200 4.67
1 7 2004 62.5 62.9 59.81 60.43 9655200 4.54
1 8 2004 60.5 62.6 60.44 61.7 9116400 4.64
1 9 2004 61.7 61.9 60.7 60.84 4206000 4.57
1 12 2004 61.55 61.98 60.39 61.25 6345600 4.6
1 13 2004 63.2 63.2 61.1 61.3 8698800 4.61
1 14 2004 61.3 61.5 58.8 60.7 10122000 4.56
1 15 2004 60.65 60.65 58.68 58.95 5815200 4.43
1 16 2004 58.45 59.38 58.17 58.62 7291200 4.41
1 20 2004 59 60.24 59 59.99 6624000 4.51
1 21 2004 59.05 59.09 58.5 58.5 4486800 4.4
1 22 2004 59.09 59.09 57.65 57.78 6598800 4.34
1 23 2004 56.85 57.5 56.7 57 9417600 4.29
1 26 2004 57.25 57.6 55.75 56.25 7044000 4.23
1 27 2004 56.55 58.17 56.39 57.8 10675200 4.35
1 28 2004 58.61 58.74 55.8 56.2 6733200 4.23
1 29 2004 56.23 56.23 53.97 54.58 14830800 4.1
1 30 2004 54 54.03 53.19 53.67 7258800 4.03
2 2 2004 53.73 55.3 53.4 54.56 11110800 4.1
2 3 2004 54.75 58.5 54.75 58.2 12080400 4.38
2 4 2004 59 59.4 58.4 58.9 10012800 4.43
2 5 2004 58.91 59.1 56.25 56.25 8316000 4.23
2 6 2004 55.25 57.55 55.14 56.75 6778800 4.27
2 9 2004 57.06 58.15 57.06 58.06 8085600 4.36
2 10 2004 57.95 59.55 57.95 58.9 7898400 4.43
2 11 2004 58.6 60.41 58.4 60.38 11074800 4.54
2 12 2004 60.4 61.82 60.4 61 8034000 4.59
2 13 2004 60.75 60.9 58.85 59.64 7268400 4.48
2 17 2004 59.4 60.18 58.41 60.04 8192400 4.51
2 18 2004 60 60.05 58.1 58.4 8740800 4.39
2 19 2004 58.41 58.72 56.85 57.1 11565600 4.29
2 20 2004 55 57.24 55 56.88 8470800 4.28
2 23 2004 56.5 56.7 55.61 55.75 5432400 4.19
2 24 2004 55.5 56.3 55.48 56.11 3826800 4.22
2 25 2004 56.5 57.4 56.5 57.31 5590800 4.31
2 26 2004 57.25 57.6 55.99 57.42 3768000 4.32
2 27 2004 57.55 58.12 57.5 57.9 5137200 4.35
3 1 2004 59.15 60.6 59.08 60.43 11032800 4.54
3 2 2004 60 60.45 59.9 60.09 8319600 4.52
3 3 2004 61 61 58.6 59.19 6013200 4.45
3 4 2004 59.3 59.35 58.77 59.05 9549600 4.44
3 5 2004 59.1 59.3 57.78 57.99 9394800 4.36
3 8 2004 58.75 58.82 56.64 56.65 6973200 4.26
3 9 2004 56.55 57.09 55.47 55.61 8689200 4.18
3 10 2004 55.61 55.9 51.59 52.25 13642800 3.93
3 11 2004 52.25 52.25 50.5 50.58 13600800 3.8
3 12 2004 51.9 54.5 51.75 52.43 18948000 3.94
3 15 2004 52.65 53.5 51.41 51.7 8740800 3.89
3 16 2004 52 52.4 51.4 51.4 5583600 3.86
3 17 2004 52.75 54.15 52.6 53.85 10999200 4.05
3 18 2004 53.92 54.4 53.23 53.98 8077200 4.06
3 19 2004 54.85 54.85 53.72 53.72 8676000 4.04
3 22 2004 53.6 53.6 52.1 52.45 6087600 3.94
3 23 2004 53 53.06 51.7 52.15 10328400 3.92
3 24 2004 52 52.1 50.64 50.95 8169600 3.83
3 25 2004 50 50.45 49.67 49.96 9736800 3.76
3 26 2004 49.99 52.28 49.8 52.1 10604400 3.92
3 29 2004 52.85 53.69 52.8 53.3 5415600 4.01
3 30 2004 53.46 55.1 53.42 54.5 4531200 4.1
3 31 2004 54.95 54.95 53.8 54.9 4762800 4.13
4 1 2004 54.9 55.65 54.5 55.48 11238000 4.17
4 2 2004 55.9 56.55 55.9 56.32 6568800 4.23
4 5 2004 56.9 57.14 55.99 56.8 5925600 4.27
4 6 2004 56.8 57.14 56.55 57.09 2990400 4.29
4 7 2004 56.1 56.26 55.55 56.25 2802000 4.23
4 8 2004 56.25 56.3 54.6 55.32 4867200 4.16
4 12 2004 55.25 55.52 55.1 55.34 2598000 4.16
4 13 2004 55.6 55.6 53.1 53.45 4464000 4.02
4 14 2004 53 53.01 52.2 52.6 9838800 3.95
4 15 2004 51.75 52.36 51.45 52.26 9974400 3.98
4 16 2004 52.26 53.48 51.9 53 7170000 4.04
4 19 2004 52.9 53.08 52.42 52.73 6321600 4.02
4 20 2004 52.5 52.56 50.53 50.95 6422400 3.88
4 21 2004 50.5 50.51 48.97 49.07 14785200 3.74
4 22 2004 49.1 49.62 48.03 48.75 17558400 3.72
