   26.    0.2  0.120 1  -1  1
    0.    0.1  0.120 0   0  0
   24.    0.5  0.120 1   1  1
    2.    0.1  0.120 1  -1  1
    0.    2.0  0.120 0   0  0
    0.    1.0  0.245 0   0  0
   63.    1.4  0.245 0   0  0
    5.    0.1  0.370 0   0  0
   55.    0.1  0.125 1  -1  1
   16.    0.5  0.125 0   0  0
   13.    0.2  0.125 0   0  0
   13.    2.0  0.495 0   0  0
    6.    1.0  0.495 0   0  0
   25.    0.1  0.250 0   0  0
   44.    2.1  0.250 1  -1  1
    5.    5.0  0.625 0   0  0
   29.    5.6  0.120 0   0  0
  342.    0.4  0.745 0   0  0
   29.    3.0  0.750 0   0  0
   53.    0.6  0.620 1   1  1
    3.    1.4  0.620 0   0  0
    0.    2.0  0.125 0   0  0
    3.    0.5  0.625 0   0  0
    4.    5.0  0.125 0   0  0
   32.    0.2  0.125 0   0  0
   54.   11.2  0.250 1   1  1
   32.    1.0  0.250 1  -1  1
    0.    3.3  0.750 0   0  0
    6.    1.5  0.750 0   0  0
    0.    3.0  0.120 0   0  0
   75.    2.6  0.120 1  -1  1
   12.    1.0  0.120 0   0  0
   10.    0.2  0.120 0   0  0
   14.    0.2  0.120 0   0  0
   42.    0.2  0.245 0   0  0
   24.    0.5  0.370 0   0  0
   31.    0.5  0.495 1  -1  1
   27.    1.8  0.495 0   0  0
    1.    3.0  0.495 0   0  0
  110.   10.0  0.125 0   0  0
   41.    1.0  0.125 0   0  0
    0.    3.0  0.125 1   1  1
    2.    2.0  0.125 0   0  0
    1.    1.0  0.620 0   0  0
   13.    0.6  0.620 0   0  0
   19.    2.0  0.120 0   0  0
   13.    1.0  0.120 0   0  0
   87.    0.7  0.120 1   1  1
    6.    0.2  0.120 1  -1  2
   59.    2.0  0.120 1   1  2
   18.    1.0  0.120 0   0  0
   71.    0.2  0.250 1  -1  1
    7.    3.0  0.875 1   1  1
    3.    3.2  0.875 0   0  0
    1.    0.5  0.500 0   0  0
   15.   10.0  0.745 1   1  1
    4.    3.1  0.745 0   0  0
   39.    0.5  0.125 0   0  0
   62.    0.5  0.125 0   0  0
    0.    2.5  0.125 1   1  1
    0.    2.0  0.495 0   0  0
   68.    5.0  0.750 0   0  0
    2.    2.0  0.120 0   0  0
  167.    0.2  0.120 1  -1  2
   88.    7.0  0.370 1   1  2
    5.    1.5  0.625 0   0  0
   71.    0.1  0.625 0   0  0
   38.    0.1  0.625 0   0  0
    7.    0.1  0.625 0   0  0
   37.    1.0  0.625 0   0  0
    6.    0.1  0.625 0   0  0
    6.    0.1  0.750 0   0  0
   30.    1.5  0.750 0   0  0
    0.    3.5  0.870 0   0  0
   62.   11.0  0.870 1   1  1
    4.    2.0  0.745 0   0  0
   42.    0.7  0.745 0   0  0
    1.    3.0  0.745 0   0  0
    0.    2.5  0.745 0   0  0
   36.    5.0  0.120 0   0  0
   76.    1.4  0.620 0   0  0
    4.    4.8  0.250 0   0  0
   39.    4.0  0.750 1   1  1
    4.    1.0  0.750 0   0  0
    0.    3.0  0.625 0   0  0
   14.    2.5  0.245 0   0  0
   56.    0.1  0.745 1   1  1
    5.    2.0  0.745 0   0  0
    0.    1.4  0.495 0   0  0
   72.    0.1  0.750 0   0  0
   59.    5.0  0.625 1   1  1
   21.    0.5  1.000 0   0  0
    5.    0.5  0.625 0   0  0
   24.    0.5  0.870 0   0  0
   35.    0.5  0.125 0   0  0
   24.    0.5  0.245 0   0  0
   33.   10.0  0.245 1   1  1
    0.    1.0  0.745 0   0  0
    3.    3.0  0.500 0   0  0
    2.    0.1  0.500 0   0  0
    0.    0.1  0.750 0   0  0
   55.    1.0  0.250 1  -1  1
   16.    5.0  0.250 0   0  0
    0.    1.0  0.250 1   1  1
   10.    0.5  1.000 0   0  0
   13.    0.3  0.250 0   0  0
   30.    0.3  0.250 1  -1  1
   21.    1.0  0.250 1   1  2
    5.    1.0  0.250 0   0  0
    2.    1.0  0.375 0   0  0
    9.    1.5  0.620 0   0  0
   48.    1.0  0.120 0   0  0
   12.    1.0  0.245 0   0  0
   39.    1.0  0.245 0   0  0
    1.    1.0  0.125 0   0  0
   36.    2.0  0.495 0   0  0
   28.    4.1  0.620 0   0  0
   53.    3.0  0.620 0   0  0
    0.    0.3  0.120 0   0  0
   99.    0.1  0.120 0   0  0
   79.    1.4  0.120 1  -1  1
    0.    1.0  0.120 0   0  0
    4.    1.0  0.120 0   0  0
    1.    0.5  0.120 0   0  0
   53.    0.1  0.120 0   0  0
   45.    2.0  0.120 0   0  0
    8.    3.0  0.120 0   0  0
   76.    1.0  0.750 0   0  0
   79.    3.5  0.620 0   0  0
   18.    0.1  0.620 0   0  0
    2.    0.3  0.620 1  -1  1
    2.    1.0  0.750 0   0  0
  115.    5.0  0.250 0   0  0
   11.    1.9  0.625 0   0  0
   16.    0.2  0.375 0   0  0
   26.    0.3  0.125 0   0  0
   50.    7.0  0.125 1   1  1
    4.    1.6  0.125 0   0  0
   39.    3.0  0.120 0   0  0
   18.    2.5  0.620 0   0  0
    5.    2.0  0.120 0   0  0
   14.    1.0  0.500 0   0  0
   10.    5.0  0.625 1   1  1
   42.    3.0  0.250 0   0  0
  103.    2.5  0.745 0   0  0
    4.    0.5  0.625 0   0  0
   95.    0.1  0.500 0   0  0
   20.    2.0  0.750 1   1  1
    4.    2.5  0.750 0   0  0
    0.    0.5  0.620 0   0  0
   17.    5.0  0.620 0   0  0
    0.    2.0  0.120 0   0  0
   31.    2.0  0.120 0   0  0
    1.    3.0  0.120 0   0  0
   26.    4.5  0.500 1   1  1
  111.    2.3  0.500 0   0  0
    0.    2.3  0.500 0   0  0
   17.    0.1  0.250 1  -1  1
    7.    0.3  0.250 1   1  1
    1.    1.0  0.250 0   0  0
    4.    2.0  0.250 0   0  0
    1.    1.0  0.250 0   0  0
    3.    0.1  0.250 0   0  0
    6.    1.0  0.620 0   0  0
   77.    2.0  0.745 0   0  0
   22.   12.0  1.000 1  -1  1
   23.    0.1  1.000 0   0  0
    1.    0.1  0.245 0   0  0
  102.    0.5  0.245 1   1  1
    5.    2.0  0.120 0   0  0
    2.    0.6  0.120 0   0  0
    0.    0.2  0.625 0   0  0
  103.    1.8  0.245 0   0  0
    4.   10.0  0.245 1   1  1
    0.    3.2  0.745 0   0  0
    5.    1.0  0.745 0   0  0
    0.    1.5  0.250 1   1  1
    8.    1.0  0.625 0   0  0
    3.    1.0  0.625 1  -1  1
   16.    0.5  0.625 0   0  0
    2.    0.1  1.000 1   1  2
   12.    2.6  1.000 1  -1  1
    1.    2.6  1.000 0   0  0
   44.    0.5  1.000 0   0  0
    3.    0.2  1.000 0   0  0
    4.    0.5  1.000 0   0  0
   16.    0.5  0.245 1  -1  1
   13.    5.0  0.500 1   1  2
    3.    1.0  0.500 0   0  0
    0.    1.0  0.745 0   0  0
    2.    1.0  0.245 0   0  0
   23.    1.0  0.245 0   0  0
    4.    1.0  0.125 0   0  0
   55.    2.0  0.125 1  -1  1
   33.    0.2  0.125 0   0  0
    5.    0.7  0.620 0   0  0
  111.    2.2  0.745 1  -1  1
   18.    2.0  0.745 0   0  0
    0.    1.0  0.745 0   0  0
   15.    0.3  0.745 0   0  0
   12.    0.1  0.245 1   1  1
  133.    0.7  0.245 1  -1  2
   21.    0.4  0.620 1   1  2
  201.    1.0  0.745 1  -1  1
  118.    1.0  0.125 0   0  0
   52.    2.7  0.375 1  -1  1
  102.    0.4  0.375 1   1  1
   36.    0.1  0.375 1  -1  2
   61.    0.1  0.125 1   1  1
   81.    3.3  0.250 0   0  0
   50.    0.1  0.750 0   0  0
  128.    1.0  0.750 0   0  0
    1.    0.1  0.870 1  -1  1
   38.    0.2  0.250 1   1  1
   42.    1.4  0.250 0   0  0
   32.    0.3  0.250 1  -1  1
  157.    0.3  0.120 1   1  2
  132.    3.3  0.120 1  -1  2
    6.    2.0  0.120 0   0  0
  114.    0.3  0.120 0   0  0
    0.    0.1  0.120 0   0  0
    2.    3.0  0.120 0   0  0
   15.    1.2  0.120 0   0  0
   35.    0.2  0.120 0   0  0
   32.    0.1  0.120 1   1  1
   21.    1.2  0.120 1  -1  1
   16.    5.0  0.495 1   1  1
  228.    2.4  0.250 0   0  0
    6.    1.0  0.495 0   0  0
    1.    0.5  0.495 0   0  0
    0.    2.5  0.870 0   0  0
    4.    0.5  0.250 0   0  0
   10.    6.0  0.250 0   0  0
    2.    8.0  0.250 0   0  0
    4.    5.0  0.625 0   0  0
   14.    1.4  0.625 0   0  0
   11.    0.7  0.125 1  -1  1
   35.    0.1  0.125 1   1  1
    8.    3.0  0.625 0   0  0
  116.    1.0  0.125 0   0  0
   71.    2.0  0.125 1   1  1
    4.    5.0  0.250 0   0  0
    4.    0.7  0.495 0   0  0
    3.    2.2  0.375 1  -1  1
   26.    0.1  0.625 0   0  0
    9.    2.5  0.125 1   1  1
   23.    0.1  0.750 1  -1  1
   19.    0.3  0.750 0   0  0
    1.    1.4  0.250 0   0  0
    4.    0.1  0.250 0   0  0
   18.    0.1  0.250 0   0  0
   68.    1.0  0.625 0   0  0
  107.    1.5  0.625 1   1  1
    5.    0.5  0.125 0   0  0
    7.    2.5  0.620 0   0  0
   11.    5.0  0.500 0   0  0
    6.    0.1  0.375 0   0  0
    3.    5.0  0.245 0   0  0
   17.    4.2  0.120 0   0  0
   58.    2.0  0.120 1   1  1
    0.    1.0  0.370 0   0  0
    5.    2.0  0.620 0   0  0
   27.    0.1  1.000 1  -1  1
   14.    1.5  0.125 1   1  2
   12.    1.0  0.125 0   0  0
    4.    1.0  0.750 0   0  0
   41.    3.0  0.250 1  -1  1
   43.    1.4  0.625 0   0  0
   36.    2.5  0.625 1   1  1
    2.    1.3  0.625 0   0  0
    6.    0.5  0.750 0   0  0
   20.    0.9  0.620 1  -1  1
   73.    1.0  0.245 1  -1  1
  113.    5.0  0.625 1  -1  1
    6.    1.5  0.750 0   0  0
   58.    1.3  0.250 0   0  0
   29.    0.5  0.250 0   0  0
  141.    1.0  0.250 0   0  0
   19.    1.6  0.250 1  -1  1
   11.    0.3  0.250 1   1  1
   79.    0.1  0.250 1  -1  1
   18.    0.2  0.250 1   1  2
   44.    0.1  0.500 1  -1  1
   95.    3.0  0.750 0   0  0
   47.    8.0  0.625 0   0  0
  221.    0.6  0.125 1   1  1
   26.    0.2  0.125 1  -1  2
   19.    3.0  0.125 1   1  1
   13.    0.5  0.375 1   1  1
   61.    0.1  0.125 0   0  0
   66.    0.1  0.375 1  -1  2
   93.    2.0  0.375 1   1  2
   57.    0.5  0.375 0   0  0
  180.    0.1  0.125 0   0  0
   64.    2.0  0.125 1  -1  1
    5.    0.3  0.620 0   0  0
   66.    0.5  1.000 0   0  0
   37.    0.4  0.120 1  -1  1
  111.    0.5  0.750 1   1  1
   44.    3.0  0.750 0   0  0
   14.    2.0  0.750 0   0  0
    0.    0.3  0.250 0   0  0
   29.    0.1  0.500 0   0  0
   84.    1.0  0.125 0   0  0
  187.    0.8  0.125 0   0  0
    6.    0.1  0.125 1   1  1
  102.   10.0  0.125 0   0  0
    2.    4.0  0.375 0   0  0
   67.    1.7  0.745 0   0  0
   10.    0.6  0.745 0   0  0
    0.    2.5  0.375 0   0  0
   11.    1.0  0.500 0   0  0
    4.    2.0  0.250 0   0  0
    9.    0.5  0.120 0   0  0
   19.    0.2  0.120 0   0  0
  101.    0.8  0.120 1   1  1
    2.    3.5  0.370 0   0  0
   33.    0.8  0.370 0   0  0
    3.    0.4  0.120 0   0  0
   96.    0.1  0.120 1  -1  1
    0.    3.0  0.120 0   0  0
    0.    1.6  0.745 0   0  0
   74.    4.1  0.120 0   0  0
   45.    0.4  0.495 0   0  0
    4.    1.0  0.120 0   0  0
   62.    0.2  0.120 0   0  0
   74.    2.6  0.120 0   0  0
    4.    0.6  0.120 0   0  0
   37.    0.5  0.120 0   0  0
    1.    0.1  0.375 0   0  0
    9.    1.0  0.495 0   0  0
   10.    0.6  0.750 0   0  0
   27.    0.8  0.120 1  -1  1
  166.    0.2  0.120 0   0  0
  105.    4.2  0.500 1  -1  1
    7.    0.1  0.120 0   0  0
   59.    1.0  0.120 0   0  0
    5.    0.7  0.120 0   0  0
    0.    1.0  0.120 0   0  0
   22.    0.1  0.120 1   1  1
   76.    1.0  0.995 1  -1  1
   40.    0.3  0.995 0   0  0
    3.    0.5  0.995 0   0  0
   34.    0.2  0.120 0   0  0
   29.    1.0  0.120 0   0  0
  122.    0.9  0.120 1   1  1
   27.    0.3  0.750 0   0  0
   65.    2.0  0.750 0   0  0
    0.    1.6  0.370 0   0  0
   52.    1.0  0.125 0   0  0
   43.    1.8  0.625 1   1  1
    5.    1.0  0.375 0   0  0
   46.    0.1  0.125 0   0  0
   10.    0.4  0.125 1  -1  1
   18.    0.1  0.250 1   1  1
   37.    0.6  0.375 1  -1  1
   94.    0.1  0.625 1   1  1
    4.    0.6  0.125 1  -1  1
   92.    1.0  0.125 0   0  0
    0.    0.6  0.125 0   0  0
  106.    4.0  0.125 1   1  1
    2.   10.0  0.245 0   0  0
  158.    0.3  0.245 0   0  0
    3.    3.0  0.245 0   0  0
   16.    0.1  0.625 1  -1  1
   49.    0.5  0.625 1   1  1
    3.    0.5  0.375 0   0  0
   13.    3.0  0.625 1   1  1
    9.    5.0  0.625 0   0  0
    1.    2.3  0.500 0   0  0
   42.    2.5  0.625 0   0  0
   50.    5.0  0.370 1   1  1
   17.    1.5  0.370 0   0  0
   21.    1.5  0.625 0   0  0
    7.    2.5  0.125 0   0  0
   22.    0.1  0.745 1  -1  1
   21.    5.5  0.245 1   1  1
    6.    1.0  0.245 0   0  0
   17.    2.5  0.245 0   0  0
    6.    2.0  0.625 0   0  0
   13.    0.1  0.125 1  -1  1
   54.    1.0  0.125 1   1  1
    0.    1.0  0.125 0   0  0
   22.    0.1  0.125 0   0  0
    5.    1.9  0.250 0   0  0
  177.    0.1  0.500 1  -1  1
    5.    5.0  0.750 0   0  0
    1.    1.5  0.500 0   0  0
   75.    3.0  0.125 0   0  0
   30.    0.4  0.125 1   1  1
   21.    2.0  0.125 0   0  0
    0.    5.0  0.125 0   0  0
    3.    1.0  0.125 0   0  0
   37.    0.4  0.125 0   0  0
   32.    1.0  0.125 0   0  0
    4.    1.0  0.500 0   0  0
   12.    2.0  0.745 0   0  0
    1.    5.0  0.745 0   0  0
   12.    0.6  0.745 0   0  0
    6.    0.5  0.245 0   0  0
    8.    0.3  0.375 1  -1  1
   53.    0.5  0.120 1   1  1
   44.    0.3  0.120 1   1  1
    3.    0.5  0.120 0   0  0
    4.    1.3  0.625 0   0  0
   12.    2.0  0.625 1  -1  1
    3.    1.4  0.625 1   1  1
    9.    0.5  0.125 0   0  0
   10.    2.0  0.250 0   0  0
    4.    0.1  0.495 0   0  0
    5.    1.0  0.250 0   0  0
   12.    3.0  0.250 0   0  0
    0.    0.2  0.250 0   0  0
    0.    1.6  0.250 0   0  0
   46.    2.0  0.625 0   0  0
    9.    0.3  0.125 0   0  0
    9.    2.0  0.125 0   0  0
   20.    0.1  0.125 0   0  0
   25.    0.5  0.250 0   0  0
   57.    0.1  0.125 0   0  0
   36.    3.9  0.125 1   1  1
    2.    2.7  0.125 0   0  0
    0.    5.0  0.125 0   0  0
    5.    1.0  0.125 0   0  0
   15.    4.5  0.125 0   0  0
    1.    0.4  0.125 0   0  0
    5.    0.2  0.125 0   0  0
    0.    0.1  0.125 0   0  0
   15.    0.4  0.125 0   0  0
   32.    1.0  0.125 0   0  0
    3.    3.0  0.125 0   0  0
   33.    2.2  0.125 0   0  0
    0.    0.2  0.245 0   0  0
   22.    1.2  0.745 0   0  0
    6.   38.2  0.745 0   0  0
    0.    2.5  0.245 0   0  0
   13.    0.7  0.245 0   0  0
    1.    0.1  0.250 0   0  0
   17.    0.4  0.375 0   0  0
   33.    1.4  0.125 0   0  0
    8.    9.6  0.125 0   0  0
   30.    2.5  0.370 0   0  0
   46.    0.8  0.750 1  -1  1
    2.    8.0  0.120 0   0  0
    6.    0.1  0.500 0   0  0
   78.    2.0  0.745 1  -1  1
   33.    1.0  0.500 0   0  0
    5.    0.1  0.375 0   0  0
   79.    1.2  0.375 0   0  0
    2.    0.9  0.375 0   0  0
    3.    1.0  0.375 0   0  0
    0.    0.1  0.625 0   0  0
  194.    0.1  0.125 0   0  0
  107.    0.4  0.125 0   0  0
  110.    0.1  0.125 1  -1  1
   49.    0.5  0.125 1   1  1
    3.    0.3  0.125 0   0  0
    0.    0.9  0.125 0   0  0
   72.    0.5  0.125 1  -1  1
    3.    5.0  0.125 0   0  0
    1.    3.5  0.125 0   0  0
   55.    1.0  0.245 1   1  1
   18.    1.0  0.245 0   0  0
    1.    0.5  0.745 0   0  0
    4.    0.1  0.745 0   0  0
    1.    0.3  0.245 0   0  0
   19.    0.5  0.120 0   0  0
   40.    0.7  0.120 1   1  1
   51.    0.1  0.750 0   0  0
   46.    5.0  0.370 0   0  0
   38.    0.4  0.120 1  -1  1
  137.    2.0  0.120 1   1  1
    2.    1.4  0.120 0   0  0
   15.    1.5  0.750 0   0  0
   37.    0.5  0.750 0   0  0
    1.    0.5  0.750 0   0  0
    2.    0.1  0.750 0   0  0
    4.    0.1  0.125 0   0  0
   25.    0.5  0.750 0   0  0
   49.    5.0  0.375 0   0  0
   48.    4.4  0.125 1   1  1
    2.    2.0  0.370 0   0  0
    1.    1.5  0.125 0   0  0
   32.    0.1  0.125 0   0  0
    2.    1.5  0.125 0   0  0
    1.    2.0  0.620 0   0  0
   63.    2.0  0.120 1  -1  1
    8.    0.1  0.120 0   0  0
   56.    1.9  0.120 0   0  0
    4.    0.3  0.120 0   0  0
   17.    0.1  0.250 0   0  0
    6.    0.4  0.750 1  -1  1
    7.    5.0  0.495 1   1  1
   36.    3.0  0.250 0   0  0
   24.    2.0  0.745 0   0  0
   20.    0.6  0.245 1  -1  1
    9.    0.3  0.245 0   0  0
  110.    1.5  0.370 0   0  0
   54.    0.5  0.370 0   0  0
    3.    0.5  0.120 0   0  0
   59.    0.3  0.120 0   0  0
    5.    0.1  0.120 1   1  1
   83.    3.0  0.120 1  -1  1
   29.    0.1  0.120 0   0  0
  140.    0.1  0.375 0   0  0
  100.    0.1  0.120 1   1  2
   99.    4.0  0.120 1  -1  2
    6.    0.2  0.120 0   0  0
    0.    2.0  0.120 0   0  0
    4.    0.5  0.120 0   0  0
   38.    0.1  0.500 0   0  0
    9.    0.5  0.120 0   0  0
   14.    1.6  0.245 0   0  0
   30.    0.5  0.745 0   0  0
    7.    3.9  0.625 0   0  0
    8.    0.8  0.375 0   0  0
  119.    0.1  0.370 1  -1  1
  189.    0.3  0.370 0   0  0
    0.    4.0  0.375 0   0  0
    4.    2.7  0.370 0   0  0
   21.    0.1  0.125 0   0  0
   31.    1.0  0.125 1   1  1
   15.    0.2  0.245 0   0  0
  211.    0.5  0.125 0   0  0
   49.    0.1  0.125 1  -1  1
   17.    3.5  0.125 1   1  1
    0.    2.1  0.125 0   0  0
    4.    1.0  0.745 0   0  0
    9.    1.4  0.745 0   0  0
    5.    0.1  0.120 1  -1  1
    8.    0.1  0.120 1   1  1
   33.    0.6  0.120 0   0  0
    6.    0.1  0.500 0   0  0
   28.    0.9  0.745 0   0  0
    1.    1.0  0.745 0   0  0
    4.    0.9  0.745 0   0  0
   86.    1.0  0.625 0   0  0
   31.    0.1  0.125 0   0  0
   86.    0.8  0.125 0   0  0
    5.    0.1  0.120 1  -1  1
  102.    0.4  0.120 1   1  1
   67.    1.0  0.250 0   0  0
   78.    0.1  0.250 0   0  0
   15.    2.5  0.250 0   0  0
   15.    0.7  0.245 0   0  0
   88.    0.3  0.120 0   0  0
   67.    0.1  0.370 0   0  0
   29.    0.3  0.625 0   0  0
   56.    0.4  0.370 0   0  0
   61.    0.1  0.375 1  -1  1
  163.    0.1  0.125 1   1  1
   17.    1.0  0.125 0   0  0
    5.    0.5  0.125 0   0  0
   16.    1.5  0.745 0   0  0
    9.    1.4  0.620 0   0  0
   11.    0.2  0.120 0   0  0
   13.    0.1  0.120 0   0  0
   26.    0.1  0.245 0   0  0
   27.    2.7  0.745 0   0  0
   31.    0.1  0.625 1  -1  1
   14.    0.3  0.125 1   1  1
   46.    0.2  0.245 0   0  0
  164.    0.1  0.745 0   0  0
    4.    2.9  0.745 0   0  0
    2.    0.1  0.750 1  -1  1
   52.    2.0  0.750 1   1  2
    0.    6.3  1.000 0   0  0
   18.    1.0  1.000 0   0  0
    0.    0.5  0.250 0   0  0
   23.    0.7  0.125 0   0  0
   72.    2.3  0.125 1   1  1
    0.    4.0  0.625 0   0  0
    6.    3.7  0.625 0   0  0
    5.    1.0  0.625 1  -1  1
   18.    0.1  0.500 0   0  0
   27.    2.1  0.750 0   0  0
   87.    3.5  0.250 0   0  0
   19.    0.5  0.370 0   0  0
   28.    0.8  0.370 0   0  0
   10.    0.4  0.370 0   0  0
    2.    0.1  0.250 0   0  0
   47.    0.4  0.250 0   0  0
   38.    0.1  0.375 0   0  0
   62.    0.2  0.125 0   0  0
   41.    0.4  0.245 1   1  1
   41.    2.2  0.245 0   0  0
    2.    5.0  0.370 0   0  0
    3.    5.0  0.370 0   0  0
    6.    1.0  0.245 0   0  0
   13.    2.0  0.245 0   0  0
    4.    0.6  0.245 0   0  0
    0.    2.1  0.245 0   0  0
    3.    0.1  0.245 0   0  0
   44.    0.5  0.495 0   0  0
   10.    1.6  0.495 0   0  0
   13.    0.1  0.125 1  -1  4
  110.    1.0  0.125 1   1  3
    5.    0.5  0.125 0   0  0
    6.    0.4  0.125 0   0  0
   51.    0.5  0.125 0   0  0
    6.    0.4  0.370 0   0  0
   27.    1.0  0.620 0   0  0
    1.    1.0  0.120 0   0  0
   92.    0.3  0.375 1  -1  1
  167.    0.9  0.375 1   1  1
  101.    0.3  0.375 0   0  0
   23.    0.2  0.500 0   0  0
   45.    0.1  0.995 1   1  1
   25.    0.5  0.620 1  -1  1
   33.    0.3  0.745 0   0  0
   40.    0.5  0.745 1  -1  1
   86.    2.0  0.750 0   0  0
  296.    3.0  0.750 1  -1  1
    4.    3.0  0.750 0   0  0
    6.    0.3  0.745 0   0  0
   82.    7.3  0.375 1   1  1
  147.    0.3  1.000 1  -1  1
   65.    0.5  1.000 0   0  0
   54.    0.2  0.370 0   0  0
    9.    0.5  0.125 1   1  1
   27.    0.4  0.125 0   0  0
   51.    0.1  0.125 1  -1  1
   52.    0.1  0.125 1   1  1
   27.    0.1  0.125 1  -1  1
   17.    0.5  0.245 0   0  0
   15.    0.5  0.745 1   1  1
    6.    1.6  0.125 0   0  0
    6.    3.0  0.125 0   0  0
    0.    1.5  0.375 0   0  0
   31.    1.5  0.245 0   0  0
   14.    0.1  0.620 0   0  0
   54.    0.1  0.120 0   0  0
   26.    1.4  0.120 1   1  1
    0.    3.9  0.120 1  -1  1
   14.    0.3  0.120 0   0  0
   34.    1.4  0.250 1   1  1
  104.    3.0  0.370 1   1  1
    6.    8.2  0.370 0   0  0
    2.    0.1  0.370 1  -1  2
    3.    2.5  0.500 1   1  1
   16.    1.0  0.245 1   1  1
    7.    5.6  1.000 0   0  0
    2.    1.5  0.370 1   1  1
   15.    2.0  0.370 1   1  1
    3.    1.0  0.375 0   0  0
   19.    0.5  0.375 1  -1  1
    3.    3.0  0.245 0   0  0
    9.    0.6  0.245 1   1  1
    0.    2.0  0.245 0   0  0
    5.    0.1  0.245 0   0  0
    0.    0.1  1.000 0   0  0
   81.    0.2  1.000 0   0  0
    0.    1.5  0.375 1  -1  1
   32.    0.1  0.370 0   0  0
   62.    0.5  0.500 1   1  1
    5.    4.3  0.745 0   0  0
    4.   10.0  0.245 0   0  0
   20.    2.0  0.745 0   0  0
   22.    2.0  0.750 0   0  0
   14.    2.0  0.370 1   1  1
    5.    0.5  0.370 1  -1  1
    1.    0.1  0.370 1   1  1
    7.    2.8  0.370 0   0  0
    3.    0.1  0.995 0   0  0
   38.    1.0  0.620 0   0  0
   21.    1.5  0.120 0   0  0
   19.    0.2  0.120 1  -1  1
    6.    0.1  0.120 1   1  1
   20.    0.1  0.120 1  -1  1
   57.    0.1  0.120 0   0  0
    2.    0.5  0.120 0   0  0
   46.    0.4  0.120 0   0  0
   23.    5.0  0.120 1   1  1
   27.    0.5  0.120 0   0  0
    0.    0.2  0.120 0   0  0
    3.    0.1  0.120 1  -1  1
    5.    0.1  0.120 0   0  0
   28.    0.4  0.120 0   0  0
   40.    0.1  0.745 1   1  1
    2.    5.0  0.625 0   0  0
    3.    0.8  0.745 0   0  0
    2.    0.6  0.745 0   0  0
    6.    0.1  0.750 0   0  0
   15.   10.0  0.750 1   1  1
    4.    0.1  0.750 1  -1  1
    9.    0.1  0.250 0   0  0
    2.    0.1  1.000 0   0  0
   38.    0.6  0.250 1   1  1
    5.    3.8  0.620 0   0  0
   18.    2.6  0.120 1  -1  1
   39.    3.5  0.120 0   0  0
   34.    1.0  0.620 1   1  1
   42.    0.5  0.120 1  -1  1
    8.    5.0  0.120 1   1  1
    0.    3.0  0.245 1  -1  1
    5.    3.5  0.745 0   0  0
